label,value,statement_confidence,category,category_confidence
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,"1,597,000,000",0.7566840992984817,comprehensive income,0.3644753301286466
IncomeTaxReconciliationTaxCreditsResearch,"1,836,000,000",0.687234171011355,comprehensive income,0.1246097627047413
OtherComprehensiveIncomeLossTaxPortionAttributableToParent1,"1,868,000,000",0.7914954741902476,comprehensive income,0.4553909178996407
OciBeforeReclassificationsBeforeTaxAttributableToParent,"10,500,000,000",0.7342181023012351,comprehensive income,0.1768328808970632
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,"130,400,000,000",0.7375903932934019,comprehensive income,0.1327919423625986
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations,"148,000,000",0.6557380068537354,comprehensive income,0.128938294209956
ProceedsFromSaleOfAvailableForSaleSecuritiesDebt,"155,299,000,000",0.61336001578472,comprehensive income,0.1410840665471531
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,"165,901,000,000",0.5737841810543199,comprehensive income,0.141567771239122
ComprehensiveIncomeNetOfTax,"171,995,000,000",0.7825567714443386,comprehensive income,0.4449785003471284
DefinedContributionPlanMaximumAnnualContributionsPerEmployeeAmount,"19,500",0.6217101376500905,comprehensive income,0.12257741366808
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,"2,620,000,000",0.7896469084901163,comprehensive income,0.4546213469687602
ReclassificationFromAociCurrentPeriodBeforeTaxAttributableToParent,"2,986,000,000",0.7171032588716547,comprehensive income,0.239745765499978
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,"208,666,000,000",0.7472576358269774,comprehensive income,0.1165224912605211
PaymentsToAcquireAvailableForSaleSecuritiesDebt,"225,924,000,000",0.5623957004736192,comprehensive income,0.137153977012639
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,"267,000,000",0.8190706649492182,comprehensive income,0.5731096419290863
OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationBeforeTax,"3,090,000,000",0.8343456925984954,comprehensive income,0.5673956954280998
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions,"3,689,000,000",0.6000969196195484,comprehensive income,0.125680326999936
IncomeTaxesPaidNet,"35,181,000,000",0.6669157127794368,comprehensive income,0.1252603236679341
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,"37,000,000",0.7910042061487367,comprehensive income,0.4716394778009379
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions,"4,868,000,000",0.6364023728938334,comprehensive income,0.1436972171143943
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,"45,784,000,000",0.7324454403159137,comprehensive income,0.1174912344457871
GrossProfit,"508,535,000,000",0.6136027758794179,comprehensive income,0.1207641483695999
IncomeTaxReconciliationOtherAdjustments,"544,000,000",0.6447383005538334,comprehensive income,0.1579404814388963
OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationAndTax,"616,000,000",0.8297244213735502,comprehensive income,0.5281358873255524
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,"62,000,000",0.7045449487046285,comprehensive income,0.1164085688828617
IncomeTaxReconciliationStateAndLocalIncomeTaxes,"694,000,000",0.6994613871088784,comprehensive income,0.13243573860238
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions,"8,730,000,000",0.6101888130658214,comprehensive income,0.127925916223922
EffectiveIncomeTaxRateReconciliationTaxCutsAndJobsActOf2017Amount,"933,000,000",0.6981551217681129,comprehensive income,0.1398575973488307
EarningsPerShareDiluted,15,0.720150030785493,earnings per share,0.1722388098353149
EarningsPerShareBasic,15,0.7245371580223358,earnings per share,0.1667602286626444
WeightedAverageNumberDilutedSharesOutstandingAdjustment,"479,335,000",0.7002608339997425,earnings per share,0.1499672840140135
WeightedAverageNumberOfSharesOutstandingBasic,"55,644,965,000",0.7251877915368636,earnings per share,0.1739519636754928
WeightedAverageNumberOfDilutedSharesOutstanding,"56,124,300,000",0.7216990377063851,earnings per share,0.1764213371629381
InvestmentIncomeInterestAndDividend,"14,410,000,000",0.6233382974519378,financing activities,0.1127521854887384
CommonStockDividendsPerShareDeclared,2,0.6821352822182375,financing activities,0.1154442288840768
StockIssuedDuringPeriodValueNewIssues,"2,330,000,000",0.535542450962074,financing activities,0.1495984597288595
ProceedsFromIssuanceOfCommonStock,"2,330,000,000",0.5022677876175933,financing activities,0.1908009526453921
RepaymentsOfLongTermDebt,"27,934,000,000",0.5172648689956127,financing activities,0.1777297896768516
RepaymentsOfShortTermDebtMaturingInMoreThanThreeMonths,"39,487,000,000",0.5297630396717894,financing activities,0.1509142958173725
Dividends,"41,951,000,000",0.5662840264464974,financing activities,0.1417522595648721
RepaymentsOfOtherShortTermDebt,"5,200,000,000",0.5250776873076927,financing activities,0.1578268755851524
NetIncomeLoss,"284,865,000,000",0.7745065551750374,net income,0.1669207521617526
OtherNonoperatingIncomeExpense,"-106,000,000",0.7521004403045564,nonoperating expenses,0.2943957310632032
NonoperatingIncomeExpense,"4,471,000,000",0.7621341054811002,nonoperating expenses,0.2933321321716178
OperatingIncomeLoss,"735,980,000,000",0.7754542807566716,nonoperating expenses,0.139756141640123
InterestCostsIncurred,"9,000,000,000",0.6957846286225291,nonoperating expenses,0.1466144260945255
OtherNoncashIncomeExpense,"1,193,000,000",0.5724689377284962,operating activities,0.1921721452701438
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities,"1,693,000,000",0.5911810049537574,operating activities,0.1247708133003794
StandardProductWarrantyAccrualWarrantiesIssued,"10,448,000,000",0.5724762844408744,operating activities,0.1112272298409336
RevenueFromContractWithCustomerExcludingAssessedTax,"4,260,374,000,000",0.674781084679153,operating activities,0.1168232198554059
