contextRef,count
PAsOn12_31_2020_GeographicConcentrationRiskMemberusgaapConcentrationRiskByTypeAxis_USsrtStatementGeographicalAxis,1
P01_01_2020To12_31_2020_GeographicConcentrationRiskMemberusgaapConcentrationRiskByTypeAxis_PropertyPlantAndEquipmentMemberusgaapConcentrationRiskByBenchmarkAxis_USsrtStatementGeographicalAxis,1
PAsOn12_31_2018_AdditionalPaidInCapitalMemberusgaapStatementEquityComponentsAxis,1
PAsOn12_31_2018_AccumulatedOtherComprehensiveIncomeMemberusgaapStatementEquityComponentsAxis,1
PAsOn12_31_2018_RetainedEarningsMemberusgaapStatementEquityComponentsAxis,1
PAsOn12_31_2018_AdditionalPaidInCapitalMemberusgaapStatementEquityComponentsAxis_CumulativeEffectPeriodOfAdoptionAdjustmentMembersrtCumulativeEffectPeriodOfAdoptionAxis,1
PAsOn12_31_2018_CumulativeEffectPeriodOfAdoptionAdjustmentMembersrtCumulativeEffectPeriodOfAdoptionAxis_RetainedEarningsMemberusgaapStatementEquityComponentsAxis,1
PAsOn12_31_2018_CumulativeEffectPeriodOfAdoptionAdjustmentMembersrtCumulativeEffectPeriodOfAdoptionAxis,1
P01_01_2019To12_31_2019_NonredeemableConvertiblePreferredStockMemberusgaapStatementClassOfStockAxis_SeriesAConvertibleStockMemberPLTRTemporaryEquityTypeAxis,1
P01_01_2019To12_31_2019_CommonStockMemberusgaapStatementEquityComponentsAxis_SeriesFConvertibleStockMemberPLTRTemporaryEquityTypeAxis,1
P01_01_2019To12_31_2019_AdditionalPaidInCapitalMemberusgaapStatementEquityComponentsAxis_SeriesFConvertibleStockMemberPLTRTemporaryEquityTypeAxis,1
PAsOn12_31_2021_GeographicConcentrationRiskMemberusgaapConcentrationRiskByTypeAxis_USsrtStatementGeographicalAxis,1
P10_30_2014To10_30_2014_TwoThousandAndFourteenRevolvingCreditFacilityMemberusgaapCreditFacilityAxis,1
P01_01_2021To12_31_2021_TwoThousandAndFourteenRevolvingCreditFacilityMemberusgaapCreditFacilityAxis,1
P01_01_2021To12_31_2021_MinimumMembersrtRangeAxis_TwoThousandAndFourteenRevolvingCreditFacilityMemberusgaapCreditFacilityAxis,1
P01_01_2021To12_31_2021_LeaseRenewalOptionOneMemberPLTRLeaseRenewalOptionAxis,1
P06_01_2020To06_30_2020_PurchaseCommitmentTwoMemberusgaapPurchaseCommitmentExcludingLongtermCommitmentAxis,1
P01_01_2021To12_31_2021_PurchaseCommitmentTwoMemberusgaapPurchaseCommitmentExcludingLongtermCommitmentAxis,1
PAsOn09_30_2020_CommonClassAMemberusgaapStatementClassOfStockAxis,1
PAsOn09_30_2020_CommonClassBMemberusgaapStatementClassOfStockAxis,1
PAsOn09_30_2020_CommonClassFMemberusgaapStatementClassOfStockAxis,1
P01_01_2020To09_30_2020_CommonClassBMemberusgaapStatementClassOfStockAxis,1
P01_01_2020To12_31_2020_CommonClassAMemberusgaapStatementClassOfStockAxis_SompoHoldingsIncMemberdeiLegalEntityAxis,1
PAsOn08_06_2020_TwoThousandAndTwentyEquityIncentivePlanMemberusgaapPlanNameAxis,1
P01_01_2020To12_31_2020_ConvertiblePreferredStockMemberusgaapConversionOfStockByUniqueDescriptionAxis,1
P08_30_2020To08_30_2020_RestrictedStockUnitsRSUMemberusgaapAwardTypeAxis_TwoThousandAndTwentyEquityIncentivePlanMemberusgaapPlanNameAxis,1
PAsOn09_30_2020_TwoThousandAndTwentyEquityIncentivePlanMemberusgaapPlanNameAxis,1
P09_30_2020To09_30_2020_CommonClassAMemberusgaapStatementClassOfStockAxis_TwoThousandAndTwentyEquityIncentivePlanMemberusgaapPlanNameAxis,1
PAsOn12_31_2020_TwoThousandAndTwentyEquityIncentivePlanMemberusgaapPlanNameAxis,1
PAsOn12_31_2021_MinimumMembersrtRangeAxis_TwoThousandAndTwentyEquityIncentivePlanMemberusgaapPlanNameAxis,1
P01_01_2021To12_31_2021_TwoThousandTwentyExtendedExercisabilityMemberusgaapPlanNameAxis,1
P09_30_2020To09_30_2020_RestrictedStockUnitsRSUMemberusgaapAwardTypeAxis,1
P01_01_2021To12_31_2021_CostOfSalesMemberusgaapIncomeStatementLocationAxis,1
P01_01_2020To12_31_2020_CostOfSalesMemberusgaapIncomeStatementLocationAxis,1
P01_01_2019To12_31_2019_CostOfSalesMemberusgaapIncomeStatementLocationAxis,1
P01_01_2021To12_31_2021_SellingAndMarketingExpenseMemberusgaapIncomeStatementLocationAxis,1
P01_01_2020To12_31_2020_SellingAndMarketingExpenseMemberusgaapIncomeStatementLocationAxis,1
P08_06_2020To08_06_2020_TwoThousandAndTwentyEquityIncentivePlanMemberusgaapPlanNameAxis,1
P01_01_2019To12_31_2019_ConvertiblePreferredStockMemberusgaapConversionOfStockByUniqueDescriptionAxis,1
PAsOn12_31_2021_AccountsReceivableMemberusgaapConcentrationRiskByBenchmarkAxis,1
PAsOn12_31_2020_AccountsReceivableMemberusgaapConcentrationRiskByBenchmarkAxis,1
P01_01_2021To12_31_2021_AccountsReceivableMemberusgaapConcentrationRiskByBenchmarkAxis_CustomerConcentrationRiskMemberusgaapConcentrationRiskByTypeAxis_CustomerMembersrtMajorCustomersAxis,1
P01_01_2020To12_31_2020_AccountsReceivableMemberusgaapConcentrationRiskByBenchmarkAxis_CustomerConcentrationRiskMemberusgaapConcentrationRiskByTypeAxis_CustomerGMembersrtMajorCustomersAxis,1
P01_01_2020To12_31_2020_AccountsReceivableMemberusgaapConcentrationRiskByBenchmarkAxis_CustomerConcentrationRiskMemberusgaapConcentrationRiskByTypeAxis_CustomerMembersrtMajorCustomersAxis,1
P01_01_2021To12_31_2021_CustomerConcentrationRiskMemberusgaapConcentrationRiskByTypeAxis_MinimumMembersrtRangeAxis_SalesRevenueNetMemberusgaapConcentrationRiskByBenchmarkAxis,1
P01_01_2020To12_31_2020_CustomerConcentrationRiskMemberusgaapConcentrationRiskByTypeAxis_CustomerFMembersrtMajorCustomersAxis_SalesRevenueNetMemberusgaapConcentrationRiskByBenchmarkAxis,1
P01_01_2019To12_31_2019_CustomerConcentrationRiskMemberusgaapConcentrationRiskByTypeAxis_CustomerDMembersrtMajorCustomersAxis_SalesRevenueNetMemberusgaapConcentrationRiskByBenchmarkAxis,1
P01_01_2019To12_31_2019_CustomerConcentrationRiskMemberusgaapConcentrationRiskByTypeAxis_MinimumMembersrtRangeAxis_SalesRevenueNetMemberusgaapConcentrationRiskByBenchmarkAxis,1
P01_01_2020To12_31_2020_CustomerConcentrationRiskMemberusgaapConcentrationRiskByTypeAxis_MinimumMembersrtRangeAxis_SalesRevenueNetMemberusgaapConcentrationRiskByBenchmarkAxis,1
P01_01_2021To12_31_2021_LeaseholdImprovementsMemberusgaapPropertyPlantAndEquipmentByTypeAxis,1
PAsOn11_30_2019_SompoHoldingsIncMembersrtScheduleOfEquityMethodInvestmentEquityMethodInvesteeNameAxis,1
PAsOn12_31_2021_MaximumMembersrtRangeAxis,1
P01_01_2021To12_31_2021_CommercialContractMemberPLTRTypeOfContractAxis_InvestmentAgreementMemberusgaapTypeOfArrangementAxis,1
PAsOn12_31_2021_AlternativeInvestmentMemberusgaapInvestmentTypeAxis,1
P01_01_2021To12_31_2021_AlternativeInvestmentMemberusgaapInvestmentTypeAxis,1
PAsOn12_31_2021_LeaseholdImprovementsMemberusgaapPropertyPlantAndEquipmentByTypeAxis,1
PAsOn12_31_2020_LeaseholdImprovementsMemberusgaapPropertyPlantAndEquipmentByTypeAxis,1
PAsOn12_31_2021_ComputerEquipmentMemberusgaapPropertyPlantAndEquipmentByTypeAxis,1
PAsOn12_31_2020_ComputerEquipmentMemberusgaapPropertyPlantAndEquipmentByTypeAxis,1
PAsOn12_31_2021_FurnitureAndFixturesMemberusgaapPropertyPlantAndEquipmentByTypeAxis,1
PAsOn12_31_2020_FurnitureAndFixturesMemberusgaapPropertyPlantAndEquipmentByTypeAxis,1
PAsOn12_31_2021_ConstructionInProgressMemberusgaapPropertyPlantAndEquipmentByTypeAxis,1
PAsOn12_31_2020_ConstructionInProgressMemberusgaapPropertyPlantAndEquipmentByTypeAxis,1
PAsOn11_30_2019_PalantirTechnologiesJapanKKMembersrtScheduleOfEquityMethodInvestmentEquityMethodInvesteeNameAxis,1
PAsOn12_31_2021_MinimumMembersrtRangeAxis,1
