label,value,statement,statement_confidence,category,category_confidence
DeferredForeignIncomeTaxExpenseBenefit,"163,000,000",income,0.7253836372731137,Operating Expenses,0.11586583839569005
GeneralAndAdministrativeExpense,"16,118,000,000",income,0.7056925976849386,Operating Expenses,0.2553025809403223
NetIncomeLoss,"178,290,000,000",income,0.7745065551750372,net income,0.1669207521617526
CurrentFederalTaxExpenseBenefit,"15,151,000,000",income,0.709602201577897,Operating Expenses,0.13099234907531582
EffectiveIncomeTaxRateReconciliationTaxCreditsResearch,0,income,0.703314034185555,comprehensive income,0.13075449259646843
RepaymentsOfDebtMaturingInMoreThanThreeMonths,"18,291,000,000",income,0.5081932181815714,financing activities,0.17148055373369533
ResearchAndDevelopmentExpense,"64,497,000,000",income,0.7028751409579383,Operating Expenses,0.2588834394659908
InterestPaid,"6,300,000,000",income,0.6415655016268438,Operating Expenses,0.11981689539235872
ReclassificationFromAociCurrentPeriodTax,"-14,000,000",income,0.6962328325233689,comprehensive income,0.22878142741984506
GrossProfit,"348,413,000,000",income,0.6136027758794177,comprehensive income,0.12076414836959988
BusinessCombinationConsiderationTransferred1,"26,900,000,000",income,0.6794638725258934,comprehensive income,0.14471602510724407
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,"207,854,000,000",income,0.7472576358269772,comprehensive income,0.1165224912605211
OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTax,"-13,000,000",income,0.8269608684058244,comprehensive income,0.5749734395708391
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,"-699,000,000",income,0.7904752939499337,comprehensive income,0.47104991135890945
AmortizationOfIntangibleAssets,"3,600,000,000",income,0.6390254275540389,Operating Expenses,0.1524512426804761
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,"106,925,000,000",income,0.7360585890449478,comprehensive income,0.1294159270900439
IncreaseDecreaseInAccountsPayable,"8,759,000,000",cashflow,0.668419353605868,operating activities,0.4233243782493898
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions,"874,000,000",income,0.6000969196195484,comprehensive income,0.12568032699993598
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations,"6,000,000",income,0.6557380068537353,comprehensive income,0.12893829420995587
EffectiveIncomeTaxRateContinuingOperations,0,income,0.7274458841479489,comprehensive income,0.11612768694614971
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,"100,929,000,000",income,0.7375903932934016,comprehensive income,0.13279194236259848
ComprehensiveIncomeNetOfTax,"173,942,000,000",income,0.7825567714443384,comprehensive income,0.4449785003471281
ProceedsFromPaymentsForOtherFinancingActivities,"-1,966,000,000",cashflow,0.6052881550976448,financing activities,0.19440432997568463
IncreaseDecreaseInAccountsReceivable,"15,892,000,000",cashflow,0.6542191649216067,operating activities,0.4089919364442411
IncreaseDecreaseInOtherCurrentLiabilities,"7,839,000,000",cashflow,0.6262702975818948,operating activities,0.3505587765014327
DeferredIncomeTaxExpenseBenefit,"-5,841,000,000",income,0.7272584105466894,Operating Expenses,0.11673842407161697
PaymentsToAcquireInvestments,"166,570,000,000",cashflow,0.613673849814538,operating activities,0.1629071216090234
SellingAndMarketingExpense,"61,540,000,000",income,0.6950445180840228,Operating Expenses,0.2555037090410694
AdvertisingExpense,"3,100,000,000",income,0.6945125271785104,Operating Expenses,0.18452761695765754
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0,income,0.705866054411767,comprehensive income,0.13263345650938452
OperatingLeaseCost,"6,631,000,000",income,0.7352321013760982,Operating Expenses,0.3013211235451842
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,"3,296,000,000",income,0.7243027331865374,Operating Expenses,0.2767168517347109
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMaximum,0,income,0.6411690186383711,Operating Expenses,0.21340281028682556
FinanceLeaseInterestPaymentOnLiability,"1,151,000,000",income,0.5021573678934675,financing activities,0.2142623887458361
CurrentIncomeTaxExpenseBenefit,"35,405,000,000",income,0.7358113061552617,Operating Expenses,0.11751155365781815
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,"134,692,000,000",income,0.5737841810543197,comprehensive income,0.1415677712391219
GainLossOnDerivativeInstrumentsNetPretax,"152,000,000",income,0.6628520643450951,comprehensive income,0.16085455229079346
IncreaseDecreaseInAccruedIncomeTaxesPayable,"-5,244,000,000",cashflow,0.5957066082689857,operating activities,0.3671893948198982
FinanceLeaseInterestExpense,"1,151,000,000",income,0.6715667503517021,Operating Expenses,0.2562446303495362
OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationAfterTax,"-61,000,000",income,0.8329793338303236,comprehensive income,0.5424174390431663
