label,value,statement_confidence,category,category_confidence
NetIncomeLossAttributableToParentDiluted,"124,658,000,000",0.7385411552443835,comprehensive income,0.1762250625027151
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,"134,866,000,000",0.7360585890449478,comprehensive income,0.1294159270900439
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,"146,910,000,000",0.7472576358269772,comprehensive income,0.1165224912605211
NumberOfReportableSegments,2,0.6258044345831725,comprehensive income,0.1168810888734638
IncomeTaxesPaidNet,"23,568,000,000",0.6669157127794366,comprehensive income,0.125260323667934
InvestmentIncomeInterest,"4,617,000,000",0.6534969345844569,comprehensive income,0.1187380790913555
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions,"441,000,000",0.6000969196195484,comprehensive income,0.1256803269999359
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions,"5,252,000,000",0.6364023728938334,comprehensive income,0.1436972171143942
OperatingLeasePayments,"6,717,000,000",0.658198701162852,comprehensive income,0.1852737838311735
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations,"88,000,000",0.6557380068537353,comprehensive income,0.1289382942099558
ImpairmentOfLongLivedAssetsHeldForUse,"9,683,000,000",0.5961134414515535,comprehensive income,0.1353426384548451
UndistributedEarnings,"119,586,000,000",0.5654263169849773,disclosures,0.1684239982938302
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,"150,000,000",0.5246752184755903,disclosures,0.1801185864111265
WeightedAverageNumberOfSharesOutstandingBasic,"15,590,000,000",0.7251877915368635,earnings per share,0.1739519636754925
EarningsPerShareDiluted,47,0.720150030785493,earnings per share,0.1722388098353146
EarningsPerShareBasic,48,0.7245371580223356,earnings per share,0.1667602286626441
WeightedAverageNumberOfDilutedSharesOutstanding,"7,945,000,000",0.721699037706385,earnings per share,0.1764213371629379
StockIssuedDuringPeriodSharesNewIssues,"119,000,000",0.5601006335635307,financing activities,0.1314455575125522
CommonStockDividendsPerShareDeclared,2,0.6821352822182374,financing activities,0.1154442288840767
DividendsCommonStock,"5,121,000,000",0.6093023946672179,financing activities,0.1443878710982029
FinanceLeaseInterestPaymentOnLiability,"59,000,000",0.5021573678934675,financing activities,0.2142623887458361
NetIncomeLoss,"124,658,000,000",0.7745065551750372,net income,0.1669207521617526
ForeignCurrencyTransactionGainLossBeforeTax,"-1,137,000,000",0.7463845464940921,nonoperating expenses,0.1939749367875555
OtherNonoperatingIncomeExpense,"-299,000,000",0.7521004403045564,nonoperating expenses,0.2943957310632031
InterestExpenseNonoperating,"1,346,000,000",0.7544409550515395,nonoperating expenses,0.2388118779638369
NonoperatingIncomeExpense,"1,835,000,000",0.7621341054811,nonoperating expenses,0.2933321321716177
OperatingIncomeLoss,"290,150,000,000",0.7754542807566718,nonoperating expenses,0.1397561416401228
InterestCostsCapitalized,"667,000,000",0.7058857257503074,nonoperating expenses,0.2022531149181456
OtherNoncashIncomeExpense,"-1,363,000,000",0.572468937728496,operating activities,0.1921721452701437
RevenueFromContractWithCustomerExcludingAssessedTax,"1,853,997,000,000",0.6747810846791529,operating activities,0.1168232198554058
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities,"462,000,000",0.5911810049537574,operating activities,0.1247708133003794
