label,value,statement_confidence,category,category_confidence
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,"207,854,000,000",0.7472576358269772,comprehensive income,0.1165224912605211
BusinessCombinationConsiderationTransferred1,"26,900,000,000",0.6794638725258934,comprehensive income,0.144716025107244
GainLossOnInvestments,"3,450,000,000",0.6155411592181869,comprehensive income,0.1313862940657756
GrossProfit,"348,413,000,000",0.6136027758794177,comprehensive income,0.1207641483695998
IncomeTaxesPaidNet,"41,900,000,000",0.6669157127794366,comprehensive income,0.125260323667934
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations,"6,000,000",0.6557380068537353,comprehensive income,0.1289382942099558
OperatingLeasePayments,"6,249,000,000",0.658198701162852,comprehensive income,0.1852737838311735
InvestmentIncomeNet,"6,905,000,000",0.6413518922647142,comprehensive income,0.1418001916509979
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions,"827,000,000",0.6101888130658213,comprehensive income,0.1279259162239219
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions,"874,000,000",0.6000969196195484,comprehensive income,0.1256803269999359
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,"178,000,000",0.5246752184755903,disclosures,0.1801185864111265
WeightedAverageNumberOfSharesOutstandingBasic,"22,653,000,000",0.7251877915368635,earnings per share,0.1739519636754925
WeightedAverageNumberOfDilutedSharesOutstanding,"22,831,000,000",0.721699037706385,earnings per share,0.1764213371629379
EarningsPerShareDiluted,23,0.720150030785493,earnings per share,0.1722388098353146
EarningsPerShareBasic,23,0.7245371580223356,earnings per share,0.1667602286626441
FinanceLeaseInterestPaymentOnLiability,"1,151,000,000",0.5021573678934675,financing activities,0.2142623887458361
DividendsCommonStockCash,"104,889,000,000",0.6025049962136925,financing activities,0.1423179389880614
StockIssuedDuringPeriodSharesNewIssues,"143,000,000",0.5601006335635307,financing activities,0.1314455575125522
RepaymentsOfDebtMaturingInMoreThanThreeMonths,"18,291,000,000",0.5081932181815714,financing activities,0.1714805537336953
StockIssuedDuringPeriodSharesEmployeeStockPurchasePlans,"24,000,000",0.5365511471343548,financing activities,0.1384693790254056
ProceedsFromIssuanceOfCommonStock,"4,877,000,000",0.5022677876175928,financing activities,0.1908009526453921
StockIssuedDuringPeriodValueNewIssues,"5,147,000,000",0.5355424509620739,financing activities,0.1495984597288595
PaymentsOfDebtRestructuringCosts,"5,171,000,000",0.5020482048293391,financing activities,0.1843508154580895
StockRepurchasedDuringPeriodShares,"591,000,000",0.5095135823846517,financing activities,0.1730150842327552
CommonStockDividendsPerShareDeclared,7,0.6821352822182374,financing activities,0.1154442288840767
NetIncomeLoss,"178,290,000,000",0.7745065551750372,net income,0.1669207521617526
ForeignCurrencyTransactionGainLossBeforeTax,"-212,000,000",0.7463845464940921,nonoperating expenses,0.1939749367875555
NonoperatingIncomeExpense,"1,596,000,000",0.7621341054811,nonoperating expenses,0.2933321321716177
DebtSecuritiesAvailableForSaleRealizedLoss,"215,000,000",0.7606018204089213,nonoperating expenses,0.2425629137300679
OtherNonoperatingIncomeExpense,"26,000,000",0.7521004403045564,nonoperating expenses,0.2943957310632031
DebtSecuritiesAvailableForSaleRealizedGain,"317,000,000",0.7675406563090904,nonoperating expenses,0.2297322236539337
OperatingIncomeLoss,"412,516,000,000",0.7754542807566718,nonoperating expenses,0.1397561416401228
EquitySecuritiesFvNiUnrealizedGainLoss,"1,635,000,000",0.7722193631018036,nonoperating income,0.2945993887622153
EquitySecuritiesFvNiRealizedGainLoss,"235,000,000",0.7797703164463374,nonoperating income,0.3071167949757269
FinitelivedIntangibleAssetsAcquired1,"16,080,000,000",0.5370238426043451,operating activities,0.117635329115737
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities,"2,243,000,000",0.5911810049537574,operating activities,0.1247708133003794
RevenueFromContractWithCustomerExcludingAssessedTax,"2,758,865,000,000",0.6747810846791529,operating activities,0.1168232198554058
